gene	cluster_old	pi	pi.alnlen	pi.pairalnlen	cluster
AT1G17600	SOC3	0.590010405827259	0.00143554843266973	0.00143554843266976	SOC3
AT1G17610	SOC3	1.57284079084288	0.00463964835056897	0.00463964835056896	SOC3
AT1G17615	SOC3	0.739442688882511	0.00177324385823144	0.00177324385823143	SOC3
AT1G27170	singleton	73.0897919999977	0.171572281690136	0.171572281690143	cAT1G27170
AT1G27180	singleton	85.2198000000022	0.195907586206902	0.195907586206901	cAT1G27170
AT1G31540	singleton	5.4794921875	0.0135296103395062	0.0135296103395062	singleton
AT1G56510	B1_ADR2-WRR4	9.69669533725675	0.0234219694136636	0.0234219694136635	B1_ADR2-WRR4
AT1G56520	B1_ADR2-WRR4	20.1133973479651	0.0485830853815582	0.0485830853815584	B1_ADR2-WRR4
AT1G56540	B1_ADR2-WRR4	14.6899063475547	0.0354828655738036	0.0354828655738037	B1_ADR2-WRR4
AT1G63730	B4_RLM1	3.63444444444448	0.00877885131508328	0.008778851315083	B4_RLM1
AT1G63740	B4_RLM1	3.94233055885848	0.01239726590836	0.0123972659083602	B4_RLM1
AT1G63750	B4_RLM1	5.98555555555569	0.0144578636607625	0.0144578636607619	B4_RLM1
AT1G63860	B4_RLM1	26.8271683673467	0.0647999235926249	0.0647999235926257	B4_RLM1
AT1G63870	B4_RLM1	15.3357956294245	0.0370429846121365	0.0370429846121363	B4_RLM1
AT1G63880	B4_RLM1	11.68798828125	0.0282318557518116	0.0282318557518113	B4_RLM1
AT1G64070	B4_RLM1	16.2161753590327	0.0391695056981465	0.0391695056981457	B4_RLM1
AT1G65850	singleton	35.5740436813535	0.086554850806213	0.086554850806211	singleton
AT1G66090	B1_ADR2-WRR4	2.91128696376512	0.00724200737255005	0.00724200737255	B1_ADR2-WRR4
AT1G69550	singleton	16.1359849502823	0.0389758090586528	0.0389758090586524	singleton
AT1G72840	B5	0	0	0	B5
AT1G72850	B5	0.710000000000001	0.00186351706036746	0.00186351706036745	B5
AT1G72860	B5	4.1360544217687	0.0100633927536951	0.0100633927536952	B5
AT1G72870	B5	5.04	0.0127272727272727	0.0127272727272727	B5
AT1G72890	B5	9.17258755353999	0.0219966128382254	0.0219966128382252	B5
AT1G72900	B5	20.6490299823634	0.0491643571008651	0.0491643571008651	B5
AT1G72910	B5	1.50113378684806	0.00373416364887578	0.00373416364887579	B5
AT1G72920	B5	10.5142598460843	0.0250339520144863	0.0250339520144861	B5
AT1G72930	B5	8.78571428571428	0.0218550106609808	0.0218550106609808	B5
AT1G72940	B5	7.22903033908385	0.0172119769978187	0.0172119769978189	B5
AT1G72950	B5	4.91588282719704	0.0117886878350049	0.011788687835005	B5
AT2G14080	singleton	13.5551508844953	0.0327419103490226	0.0327419103490226	singleton
AT2G16870	singleton	40.8000000000002	0.0992700729927011	0.0992700729927011	singleton
AT2G17050	singleton	16.759765625	0.0404825256642512	0.040482525664251	cAT2G17050
AT2G17060	singleton	3.02777777777779	0.00736685590700193	0.00736685590700186	cAT2G17050
AT3G04210	singleton	0.546597633136092	0.00133970008121591	0.00133970008121592	cAT3G04210
AT3G04220	singleton	2.00800246229609	0.00485024749346881	0.00485024749346882	cAT3G04210
AT3G25510	singleton	84.5750973294182	0.20428767470874	0.204287674708738	singleton
AT3G44400	DM2_RPP1	3.81301939058172	0.00921019176469015	0.00921019176469013	DM2_RPP1
AT3G44480	DM2_RPP1	1.125	0.00271739130434783	0.00271739130434783	DM2_RPP1
AT3G44630	DM2_RPP1	29.0744672328138	0.0702281817217725	0.0702281817217751	DM2_RPP1
AT3G44670	DM2_RPP1	17.2991131416286	0.0417852974435473	0.0417852974435471	DM2_RPP1
AT3G51560	LCD9	2.07526572823903	0.00634637837381966	0.00634637837381956	LCD9
AT3G51570	LCD9	1.39222222222223	0.00341230936819173	0.00341230936819168	LCD9
AT4G08450	singleton	0.575555555555548	0.00144249512670563	0.00144249512670566	singleton
AT4G09420	singleton	0.228373702422145	0.000585573595954218	0.000585573595954218	cAT4G09360
AT4G09430	singleton	13.9043209876543	0.0340792181069958	0.0340792181069958	cAT4G09360
AT4G11170	singleton	12.9234076861059	0.0312159605944587	0.0312159605944584	singleton
AT4G12010	singleton	22.3547493071304	0.0532255935884057	0.0532255935884059	cAT4G12010
AT4G12020	singleton	12.071366782007	0.0356087515693421	0.0356087515693425	cAT4G12010
AT4G14370	singleton	7.21175858480757	0.0226784861157471	0.0226784861157468	singleton
AT4G16860	DM8_RPP4-5	16.9115504682623	0.0408491557204404	0.0408491557204404	DM8_RPP4-5
AT4G16890	DM8_RPP4-5	10.0968858131488	0.0245666321487805	0.0245666321487806	DM8_RPP4-5
AT4G16900	DM8_RPP4-5	32.5596297614808	0.0786464486992289	0.0786464486992305	DM8_RPP4-5
AT4G16920	DM8_RPP4-5	10.9145361577794	0.0267513141122045	0.0267513141122044	DM8_RPP4-5
AT4G16940	DM8_RPP4-5	0	0	0	DM8_RPP4-5
AT4G16950	DM8_RPP4-5	7.71797839506169	0.0181173201762012	0.0181173201762013	DM8_RPP4-5
AT4G16960	DM8_RPP4-5	27.0749553837004	0.0644641794850008	0.064464179485	DM8_RPP4-5
AT4G16990	DM8_RPP4-5	3.51059167275382	0.00854158557847646	0.00854158557847642	DM8_RPP4-5
AT4G19500	RPP2	149.804999999999	0.349195804195802	0.349195804195805	RPP2
AT4G19510	RPP2	0.664819944598337	0.00159429243308954	0.00159429243308954	RPP2
AT4G19520	RPP2	141.417666974454	0.318508258951473	0.318508258951471	RPP2
AT4G19530	RPP2	13.7133333333333	0.0338600823045268	0.0338600823045267	RPP2
AT4G36140	singleton	148.403354004712	0.350007910388471	0.350007910388483	cAT4G36140
AT4G36150	singleton	22.780437044745	0.0554268541234673	0.0554268541234672	cAT4G36140
AT5G11250	singleton	5.4593096497858	0.0138913731546712	0.0138913731546712	singleton
AT5G17680	singleton	2.90304709141273	0.00738688827331484	0.00738688827331492	singleton
AT5G17880	CHS3	0.620752984389345	0.0015327234182453	0.00153272341824531	CHS3
AT5G17890	CHS3	7.64453125	0.0283130787037037	0.0283130787037037	CHS3
AT5G17970	CHS3	0.384999999999998	0.000936739659367391	0.000936739659367398	CHS3
AT5G18350	singleton	2.07020408163266	0.00500049295080353	0.00500049295080351	cAT5G18350
AT5G18360	singleton	1.0576171875	0.00261140046296296	0.00261140046296301	cAT5G18350
AT5G18370	singleton	9.45133149678603	0.0228293031323334	0.0228293031323335	cAT5G18350
AT5G22690	singleton	4.14030915576688	0.0100737449045423	0.0100737449045423	singleton
AT5G36930	singleton	1.61777777777778	0.00385185185185185	0.00385185185185186	singleton
AT5G38340	singleton	17.0533333333332	0.0430639730639727	0.0430639730639728	cAT5G38340
AT5G38344	singleton	30.4325211463196	0.073508505184347	0.0735085051843473	cAT5G38340
AT5G38850	singleton	3.48959417273675	0.00868058251924565	0.0086805825192455	singleton
AT5G40090	singleton	0.64391292663262	0.0017593249361547	0.00175932493615472	cAT5G40090
AT5G40100	singleton	5.86132760010755	0.0142611377131571	0.0142611377131571	cAT5G40090
AT5G40910	DM1_SSI4	4.03677104280382	0.00982182735475383	0.00982182735475376	DM1_SSI4
AT5G41540	DM1_SSI4	1.95486111111112	0.0047218867418143	0.00472188674181428	DM1_SSI4
AT5G41550	DM1_SSI4	26.0790110185433	0.0629927802380272	0.0629927802380277	DM1_SSI4
AT5G41740	DM1_SSI4	16.5799853907962	0.0442132943754565	0.0442132943754566	DM1_SSI4
