gene	cluster_old	pi	pi.alnlen	pi.pairalnlen	cluster
AT1G10920	singleton	1.53993449231543	0.00174003897436772	0.00178361819805925	singleton
AT1G12210	RPS5	13.2347026716459	0.015533688581744	0.0161802201759361	RPS5
AT1G12220	RPS5	1.31994459833795	0.00157136261706899	0.00157178811098032	RPS5
AT1G12280	RPS5	2.44901144641	0.00289481258440898	0.00320745057539551	RPS5
AT1G12290	RPS5	1.75111111111112	0.00208465608465609	0.00210382459922479	RPS5
AT1G15890	singleton	1.22222222222222	0.00146024160361078	0.00146024160361078	singleton
AT1G17600	SOC3	0.53798126951093	0.000717308359347906	0.000739463602410115	SOC3
AT1G17610	SOC3	1.14134542705969	0.00176133553558595	0.00177574271596403	SOC3
AT1G17615	SOC3	0.340412434595258	0.000722744022495239	0.00073045332463713	SOC3
AT1G27170	singleton	1.06525573192239	0.00137098549796962	0.00137101641999136	cAT1G27170
AT1G27180	singleton	81.5544208546102	0.104960644600528	0.226229162321611	cAT1G27170
AT1G31540	singleton	33.0886111111107	0.0442953294660116	0.046802784409054	singleton
AT1G33560	singleton	2.16930932545015	0.00298802937389829	0.00299685461922092	singleton
AT1G50180	singleton	34.892303719008	0.0396954536052424	0.139090876834041	cAT1G50180
AT1G51480	singleton	9.78355879292413	0.0115644902989647	0.0119525037556078	singleton
AT1G52660	singleton	0.193047974719909	0.000300697779937553	0.000300697779937553	singleton
AT1G53350	singleton	2.80070546737208	0.0032303407928167	0.00355047503860677	singleton
AT1G56510	B1_ADR2-WRR4	8.00887573964511	0.0106359571575632	0.0106594431442201	B1_ADR2-WRR4
AT1G56520	B1_ADR2-WRR4	51.1248939579603	0.0681665252772803	0.0836814180953358	B1_ADR2-WRR4
AT1G56540	B1_ADR2-WRR4	9.82520808561238	0.0129963069915508	0.0131131475984986	B1_ADR2-WRR4
AT1G57650	singleton	7.96875739644967	0.0282580049519492	0.0282672523342107	singleton
AT1G58390	DM6_RPP7	22.239907727797	0.0255631123308011	0.0273645277090997	DM6_RPP7
AT1G58400	DM6_RPP7	13.8644470868014	0.0163303263684352	0.0163466920216031	DM6_RPP7
AT1G58410	DM6_RPP7	5.87197231833912	0.00689198628913042	0.00751868894232457	DM6_RPP7
AT1G58602	DM6_RPP7	12.34404536862	0.01376147755699	0.0140038801115043	DM6_RPP7
AT1G58807	DM6_RPP7	32.8738888888889	0.037271982867221	0.0383172050042424	DM6_RPP7
AT1G58848	DM6_RPP7	5.91836734693877	0.00671016706002128	0.00770521698328897	DM6_RPP7
AT1G59124	DM6_RPP7	32.8738888888889	0.037271982867221	0.0383172050042424	DM6_RPP7
AT1G59218	DM6_RPP7	5.91836734693877	0.00671016706002128	0.00770521698328897	DM6_RPP7
AT1G59620	singleton	42.4860863242771	0.0496913290342422	0.188491703468747	singleton
AT1G59780	singleton	40.5673291529389	0.0467904603840126	0.16533108632843	singleton
AT1G61180	B3	3.61111111111111	0.00422352176738142	0.0120857699805068	B3
AT1G61190	B3	19.1900130643056	0.022444459724334	0.023153847119504	B3
AT1G61300	B3	27.4583333333333	0.0321150097465886	0.0321432229195259	B3
AT1G61310	B3	30.1204637571872	0.0352286125815055	0.0374950939120629	B3
AT1G62630	B3	33.0211937716263	0.0393109449662218	0.0409528432368775	singleton
AT1G63350	B3	28.6396484375	0.0340948195684524	0.0387764058306973	cAT1G63350
AT1G63360	B3	74.8867187499999	0.0891508556547618	0.0926475611029259	cAT1G63350
AT1G63730	B4_RLM1	3.40231120666487	0.00472543223147899	0.00472999945163626	B4_RLM1
AT1G63740	B4_RLM1	2.25267538644473	0.00307742539131793	0.00309553297988116	B4_RLM1
